instance,algorithm,run,elapsed_ns,macroitems
random_n1000_rho0.9_uncorr-neg_seed0.pcf,rac,0,4184740,545
random_n1000_rho0.9_uncorr-neg_seed0.pcf,hfma,1,2184017,545
random_n1000_rho0.9_uncorr-neg_seed0.pcf,rac,1,3873319,545
random_n1000_rho0.9_uncorr-neg_seed0.pcf,hfma,2,2122447,545
random_n1000_rho0.9_uncorr-neg_seed0.pcf,rac,2,3741261,545
random_n1000_rho0.9_uncorr-neg_seed1.pcf,hfma,0,1634794,518
random_n1000_rho0.9_uncorr-neg_seed1.pcf,rac,0,3991068,518
random_n1000_rho0.9_uncorr-neg_seed1.pcf,hfma,1,1565866,518
random_n1000_rho0.9_uncorr-neg_seed1.pcf,rac,1,3776765,518
random_n1000_rho0.9_uncorr-neg_seed1.pcf,hfma,2,1542961,518
random_n1000_rho0.9_uncorr-neg_seed1.pcf,rac,2,3618322,518
random_n1000_rho0.9_uncorr-neg_seed2.pcf,hfma,0,2282324,549
random_n1000_rho0.9_uncorr-neg_seed2.pcf,rac,0,3784746,549
random_n1000_rho0.9_uncorr-neg_seed2.pcf,hfma,1,1885265,549
random_n1000_rho0.9_uncorr-neg_seed2.pcf,rac,1,3670587,549
random_n1000_rho0.9_uncorr-neg_seed2.pcf,hfma,2,1853979,549
random_n1000_rho0.9_uncorr-neg_seed2.pcf,rac,2,3527311,549
random_n1000_rho0.9_uncorr_seed0.pcf,hfma,0,1805765,524
random_n1000_rho0.9_uncorr_seed0.pcf,rac,0,4136443,524
random_n1000_rho0.9_uncorr_seed0.pcf,hfma,1,1707012,524
random_n1000_rho0.9_uncorr_seed0.pcf,rac,1,4085105,524
random_n1000_rho0.9_uncorr_seed0.pcf,hfma,2,1966003,524
random_n1000_rho0.9_uncorr_seed0.pcf,rac,2,5011330,524
random_n1000_rho0.9_uncorr_seed1.pcf,hfma,0,2752911,535
random_n1000_rho0.9_uncorr_seed1.pcf,rac,0,7931457,535
random_n1000_rho0.9_uncorr_seed1.pcf,hfma,1,3505329,535
random_n1000_rho0.9_uncorr_seed1.pcf,rac,1,4431268,535
random_n1000_rho0.9_uncorr_seed1.pcf,hfma,2,2037082,535
random_n1000_rho0.9_uncorr_seed1.pcf,rac,2,3764627,535
random_n1000_rho0.9_uncorr_seed2.pcf,hfma,0,2167868,564
random_n1000_rho0.9_uncorr_seed2.pcf,rac,0,4182717,564
random_n1000_rho0.9_uncorr_seed2.pcf,hfma,1,2102970,564
random_n1000_rho0.9_uncorr_seed2.pcf,rac,1,4223430,564
random_n1000_rho0.9_uncorr_seed2.pcf,hfma,2,2070196,564
random_n1000_rho0.9_uncorr_seed2.pcf,rac,2,3846446,564
random_n1000_rho0.9_weakly-corr-neg_seed0.pcf,hfma,0,2021062,534
random_n1000_rho0.9_weakly-corr-neg_seed0.pcf,rac,0,4027997,534
random_n1000_rho0.9_weakly-corr-neg_seed0.pcf,hfma,1,1970072,534
random_n1000_rho0.9_weakly-corr-neg_seed0.pcf,rac,1,3797867,534
random_n1000_rho0.9_weakly-corr-neg_seed0.pcf,hfma,2,1935261,534
random_n1000_rho0.9_weakly-corr-neg_seed0.pcf,rac,2,3621022,534
random_n1000_rho0.9_weakly-corr-neg_seed1.pcf,hfma,0,2261069,549
random_n1000_rho0.9_weakly-corr-neg_seed1.pcf,rac,0,4048213,549
random_n1000_rho0.9_weakly-corr-neg_seed1.pcf,hfma,1,2192001,549
random_n1000_rho0.9_weakly-corr-neg_seed1.pcf,rac,1,3838051,549
random_n1000_rho0.9_weakly-corr-neg_seed1.pcf,hfma,2,2164922,549
random_n1000_rho0.9_weakly-corr-neg_seed1.pcf,rac,2,3602294,549
